,Year,Month,Day,Time,End Year,End Month,End Day,End Time,Display Date,Headline,Text,Media,Media Credit,Media Caption,Media Thumbnail,Type,Group,Background
3351,1745,,,,1806,,,,,"Les Beignets Print Etching, third state","Etching, third state",https://images.metmuseum.org/CRDImages/dp/original/DP813970.jpg,Jean Honoré Fragonard,"French, Grasse 1732–1806 Paris",,,,
3352,1620,,,,1690,,,,,The Rabbit Hunter Print Etching; second state of two,Etching; second state of two,https://images.metmuseum.org/CRDImages/dp/original/DP876185.jpg,Anthonie Waterloo,"Dutch, Lille 1609–1690 Utrecht",,,,
3353,1625,,,,1685,,,,,The Cobbler (copy) Print Etching,Etching,https://images.metmuseum.org/CRDImages/dp/original/DP821924.jpg,Adriaen van Ostade,"Dutch, Haarlem 1610–1685 Haarlem",,,,
3354,1795,,,,1860,,,,,"""The Return"" Drawing Graphite, red chalk","Graphite, red chalk",https://images.metmuseum.org/CRDImages/dp/original/DP819785.jpg,Johannes Riepenhausen,"German, Goettingen 1788–1860 Venice",,,,
3355,1801,,,,1801,,,,,"Caricature Shop of Piercy Roberts, 28 Middle Row, Holborn Print Hand-colored etching",Hand-colored etching,https://images.metmuseum.org/CRDImages/dp/original/DP808267.jpg,Piercy Roberts,"British, active 1794–1828",,,,
3356,1610,,,,1684,,,,,Pleasures of Occupation Print Etching and engraving,Etching and engraving,https://images.metmuseum.org/CRDImages/dp/original/DP828774.jpg,Cornelis Bloemaert,"Dutch, Utrecht 1603–?1684 Rome",,,,
3357,1620,,,,1684,,,,,Pleasures of Occupation Print Etching and engraving,Etching and engraving,https://images.metmuseum.org/CRDImages/dp/original/DP828777.jpg,Cornelis Bloemaert,"Dutch, Utrecht 1603–?1684 Rome",,,,
3358,1610,,,,1684,,,,,Pleasures of Occupation Print Etching and engraving,Etching and engraving,https://images.metmuseum.org/CRDImages/dp/original/DP828773.jpg,Cornelis Bloemaert,"Dutch, Utrecht 1603–?1684 Rome",,,,
3359,1610,,,,1684,,,,,Pleasures of Occupation Print Etching and engraving,Etching and engraving,https://images.metmuseum.org/CRDImages/dp/original/DP828775.jpg,Cornelis Bloemaert,"Dutch, Utrecht 1603–?1684 Rome",,,,
3360,1645,,,,1650,,,,,"Designs for Three Friezes with Hunting Themes, Plate 9 from: 'Decorative friezes and foliage' (Ornamenti di fregi e fogliami) Print Ornament & Architecture Etching",Etching,https://images.metmuseum.org/CRDImages/dp/original/DP833579.jpg,Stefano della Bella,"Italian, Florence 1610–1664 Florence",,,,
3361,1645,,,,1650,,,,,"Two Designs for Friezes or Consoles characterized by Armorial Trophies, Plate 6 from: 'Decorative friezes and foliage' (Ornamenti di fregi e fogliami) Print Ornament & Architecture Etching",Etching,https://images.metmuseum.org/CRDImages/dp/original/DP833571.jpg,Stefano della Bella,"Italian, Florence 1610–1664 Florence",,,,
3362,1646,,,,1670,,,,,The Expulsion of Hagar Print Etching,Etching,https://images.metmuseum.org/CRDImages/dp/original/DP816648.jpg,Charles Massé,"French, Paris 1631–after 1665",,,,
3363,1600,,,,1688,,,,,St. Bruno Print Engraving; first state of three,Engraving; first state of three,https://images.metmuseum.org/CRDImages/dp/original/DP822681.jpg,Claude Mellan,"French, Abbeville 1598–1688 Paris",,,,
3364,1566,,,,1566,,,,,Diana Discovering Callisto's Pregnancy Print Engraving,Engraving,https://images.metmuseum.org/CRDImages/dp/original/DP874330.jpg,Cornelis Cort,"Netherlandish, Hoorn ca. 1533–1578 Rome",,,,
3365,1765,,,,1771,,,,,Le bonne petite soeur Print Etching,Etching,https://images.metmuseum.org/CRDImages/dp/original/DP809134.jpg,Philippe Jacques de Loutherbourg,"French, Strasbourg 1740–1812 London",,,,
3366,1504,,,,1511,,,,,"The Visitation, from The Life of the Virgin (copy) Print Woodcut",Woodcut,https://images.metmuseum.org/CRDImages/dp/original/DP816273.jpg,Albrecht Dürer,"German, Nuremberg 1471–1528 Nuremberg",,,,
3367,1632,,,,1632,,,,,The Surgeon (La Saignée) Print Etching and engraving,Etching and engraving,https://images.metmuseum.org/CRDImages/dp/original/DP818744.jpg,Abraham Bosse,"French, Tours 1602/04–1676 Paris",,,,
3368,1702,,,,1796,,,,,House of Cards Print Etching and engraving,Etching and engraving,https://images.metmuseum.org/CRDImages/dp/original/DP826312.jpg,Jean Michel Liotard,"Swiss, Geneva 1702–1796 Geneva",,,,
3369,1631,,,,1641,,,,,"The Prodigal Son in a House of Ill Repute (L'Enfant prodigue dans une maison de débauche, version couvert) Print Etching; third state of three (Join-Lambert and Préaud)",Etching; third state of three (Join-Lambert and Préaud),https://images.metmuseum.org/CRDImages/dp/original/DP818757.jpg,Abraham Bosse,"French, Tours 1602/04–1676 Paris",,,,
3370,1485,,,,1528,,,,,Saint Eustace (reduced reverse copy in oval) Print Engraving,Engraving,https://images.metmuseum.org/CRDImages/dp/original/DP815438.jpg,Albrecht Dürer,"German, Nuremberg 1471–1528 Nuremberg",,,,
3371,1602,,,,1602,,,,,Melencolia I (copy) Print Engraving,Engraving,https://images.metmuseum.org/CRDImages/dp/original/DP815745.jpg,Jan (Johannes) Wierix,"Netherlandish, Antwerp 1549–1615 Brussels",,,,
3373,1829,,,,1829,,,,,Tobias Takes Leave of his Father Print Steel engraving,Steel engraving,https://images.metmuseum.org/CRDImages/dp/original/DP828180.jpg,Ferdinand Anton Krüger,"German, 1795–1857",,,,
3374,1644,,,,1644,,,,,"Diana, from 'Game of Mythology' (Jeu de la Mythologie) Print Etching",Etching,https://images.metmuseum.org/CRDImages/dp/original/DP831086.jpg,Stefano della Bella,"Italian, Florence 1610–1664 Florence",,,,
3375,1644,,,,1644,,,,,"Jupiter and Calisto, from 'Game of Mythology' (Jeu de la Mythologie) Print Etching",Etching,https://images.metmuseum.org/CRDImages/dp/original/DP831078.jpg,Stefano della Bella,"Italian, Florence 1610–1664 Florence",,,,
3376,1644,,,,1644,,,,,"Cephalus and Procris, from 'Game of Mythology' (Jeu de la Mythologie) Print Etching",Etching,https://images.metmuseum.org/CRDImages/dp/original/DP841065.jpg,Stefano della Bella,"Italian, Florence 1610–1664 Florence",,,,
3377,1606,,,,1606,,,,,"Plate 96: Venus and Adonis Embracing (Perditè a Venere adamatur Adonis), from Ovid's 'Metamorphoses' Print Etching",Etching,https://images.metmuseum.org/CRDImages/dp/original/DP866549.jpg,Antonio Tempesta,"Italian, Florence 1555–1630 Rome",,,,
3378,1606,,,,1606,,,,,"Plate 69: Cephalus and Aurora (Cephalum amore perditißimo prosequitar Aurora), from Ovid's 'Metamorphoses' Print Etching",Etching,https://images.metmuseum.org/CRDImages/dp/original/DP866516.jpg,Antonio Tempesta,"Italian, Florence 1555–1630 Rome",,,,
3379,1606,,,,1606,,,,,"Plate 13:Jupiter and Callisto (Calisto a Iove comprimitur), from Ovid's 'Metamorphoses' Print Etching",Etching,https://images.metmuseum.org/CRDImages/dp/original/DP864242.jpg,Antonio Tempesta,"Italian, Florence 1555–1630 Rome",,,,
3380,1565,,,,1601,,,,,The Kermis of Saint George Print Etching and engraving; second state of four,Etching and engraving; second state of four,https://images.metmuseum.org/CRDImages/dp/original/DP825999.jpg,Johannes van Doetecum I,"Netherlandish, 1528/32–1605",,,,
3381,1559,,,,1561,,,,,Country Village with Church Tower from Multifariarum casularum ruriumque lineamenta curiose ad vivum expressa Print Etching; third state of three,Etching; third state of three,https://images.metmuseum.org/CRDImages/dp/original/DP825663.jpg,Johannes van Doetecum I,"Netherlandish, 1528/32–1605",,,,
3382,1746,,,,1797,,,,,L'Arivée du Courier (The Arrival of the Messenger) Print Etching and engraving,Etching and engraving,https://images.metmuseum.org/CRDImages/dp/original/DP826909.jpg,Jacques Firmin Beauvarlet,"French, Abbeville 1731–1797",,,,
3383,1734,,,,1790,,,,,Le Panier Misterieux (The Mysterious Basket) Print Etching and engraving,Etching and engraving,https://images.metmuseum.org/CRDImages/dp/original/DP826787.jpg,René Gaillard,"French, ca. 1719–1790 Paris",,,,
3385,1565,,,,1750,,,,,"Mercury and Argus, Io and Juno Print Engraving",Engraving,https://images.metmuseum.org/CRDImages/dp/original/DP832783.jpg,Robert Willemsz de Baudous,"Netherlandish, 1574/5–1659",,,,
3386,1685,,,,1685,,,,,The Violin Player Seated in the Inn Print Etching with roulette,Etching with roulette,https://images.metmuseum.org/CRDImages/dp/original/DP820693.jpg,Cornelis Dusart,"Dutch, Haarlem 1660–1704 Haarlem",,,,
3387,1772,,,,1830,,,,,"Designs for the Decoration of Firearms Drawings Pencil, ink, gray wash on paper","Pencil, ink, gray wash on paper",https://images.metmuseum.org/CRDImages/aa/original/LC-2004.101.20-002.jpg,Nicolas Noël Boutet,"French, Versailles and Paris, 1761–1833",,,,
3388,1912,,,,1912,,,,,Greyhound Print Color lithograph,Color lithograph,https://images.metmuseum.org/CRDImages/dp/original/DP844718.jpg,Moriz Jung,Austrian (born Czechoslovakia) Moravia 1885–1915 Manilowa (Carpathians),,,,
3389,1912,,,,1912,,,,,Greyhound Print Color lithograph,Color lithograph,https://images.metmuseum.org/CRDImages/dp/original/DP844716.jpg,Moriz Jung,Austrian (born Czechoslovakia) Moravia 1885–1915 Manilowa (Carpathians),,,,
3390,1912,,,,1912,,,,,Greyhound Print Color lithograph,Color lithograph,https://images.metmuseum.org/CRDImages/dp/original/DP844722.jpg,Moriz Jung,Austrian (born Czechoslovakia) Moravia 1885–1915 Manilowa (Carpathians),,,,
3391,1912,,,,1912,,,,,Bulldog Print Color lithograph,Color lithograph,https://images.metmuseum.org/CRDImages/dp/original/DP844719.jpg,Moriz Jung,Austrian (born Czechoslovakia) Moravia 1885–1915 Manilowa (Carpathians),,,,
3392,1912,,,,1912,,,,,Pitbull Terrier Print Color lithograph,Color lithograph,https://images.metmuseum.org/CRDImages/dp/original/DP847755.jpg,Moriz Jung,Austrian (born Czechoslovakia) Moravia 1885–1915 Manilowa (Carpathians),,,,
3394,1620,,,,1690,,,,,The Death of Adonis Print Etching,Etching,https://images.metmuseum.org/CRDImages/dp/original/DP876309.jpg,Anthonie Waterloo,"Dutch, Lille 1609–1690 Utrecht",,,,
3395,1643,,,,1643,,,,,Meleager and Atalanta Print Etching,Etching,https://images.metmuseum.org/CRDImages/dp/original/DP817154.jpg,François Chauveau,"French, Paris 1613–1676 Paris",,,,
3396,1755,,,,1818,,,,,A Man Resting Under a Tree Drawing Black chalk and watercolor,Black chalk and watercolor,https://images.metmuseum.org/CRDImages/dp/original/DP800196.jpg,Egbert van Drielst,"Dutch, Groningen 1746–1818 Amsterdam",,,,
3397,1662,,,,1663,,,,,Boar and Mastiff Print Etching; only state,Etching; only state,https://images.metmuseum.org/CRDImages/dp/original/DP823918.jpg,Wenceslaus Hollar,"Bohemian, Prague 1607–1677 London",,,,
3398,1610,,,,1677,,,,,Blind Beggar Bumping A Pillar; this and 63.616.39 (2) are two plates of beggars from the story of Lazaville de Tormes. Print Etching with drypoint; third state of three,Etching with drypoint; third state of three,https://images.metmuseum.org/CRDImages/dp/original/DP828620.jpg,Thomas Wijck,"Dutch, Beverwijck, near Haarlem 1616?–1677 Haarlem",,,,
3399,1610,,,,1677,,,,,Lazarillo Stealing Grapes from the Poor Blind Beggar Print Etching with drypoint; third state of three,Etching with drypoint; third state of three,https://images.metmuseum.org/CRDImages/dp/original/DP828618.jpg,Thomas Wijck,"Dutch, Beverwijck, near Haarlem 1616?–1677 Haarlem",,,,
3400,1610,,,,1677,,,,,Village Scene with Woman Standing Beside a Seated Man (copy) Print Etching,Etching,https://images.metmuseum.org/CRDImages/dp/original/DP828617.jpg,Thomas Wijck,"Dutch, Beverwijck, near Haarlem 1616?–1677 Haarlem",,,,
3401,1610,,,,1677,,,,,Lazarillo Stealing Grapes from the Poor Blind Beggar Print Etching with drypoint; third state of three,Etching with drypoint; third state of three,https://images.metmuseum.org/CRDImages/dp/original/DP828621.jpg,Thomas Wijck,"Dutch, Beverwijck, near Haarlem 1616?–1677 Haarlem",,,,
3402,1620,,,,1690,,,,,Two Travellers Resting in the Woods Print Etching,Etching,https://images.metmuseum.org/CRDImages/dp/original/DP876272.jpg,Anthonie Waterloo,"Dutch, Lille 1609–1690 Utrecht",,,,
3403,1620,,,,1690,,,,,The Banishment of Hagar Print Etching,Etching,https://images.metmuseum.org/CRDImages/dp/original/DP876258.jpg,Anthonie Waterloo,"Dutch, Lille 1609–1690 Utrecht",,,,
3404,1620,,,,1690,,,,,A Traveller Resting Print Etching; fourth state of four,Etching; fourth state of four,https://images.metmuseum.org/CRDImages/dp/original/DP876202.jpg,Anthonie Waterloo,"Dutch, Lille 1609–1690 Utrecht",,,,
3405,1760,,,,1760,,,,,Woman and Child Sitting next to a Road Drawing Pencil and watercolor,Pencil and watercolor,https://images.metmuseum.org/CRDImages/dp/original/DP800195.jpg,Egbert van Drielst,"Dutch, Groningen 1746–1818 Amsterdam",,,,
3406,1774,,,,1774,,,,,Le Bain (the Bath) Print Engraving,Engraving,https://images.metmuseum.org/CRDImages/dp/original/MM53511.jpg,Sigmond Freudeberg,"Swiss, Bern 1745–1801 Bern",,,,
3407,1504,,,,1504,,,,,"Trumpeters, from 'The Triumph of Caesar' Print Woodcut",Woodcut,https://images.metmuseum.org/CRDImages/dp/original/MM55251.jpg,Jacob of Strasbourg,"Italian School, born Alsace, active Venice, 1494–1530",,,,
3408,1510,,,,1563,,,,,Mars Print Etching,Etching,https://images.metmuseum.org/CRDImages/dp/original/DP269585.jpg,Andrea Schiavone (Andrea Meldola),"Italian, Zadar (Zara) ca. 1510?–1563 Venice",,,,
3409,1510,,,,1563,,,,,A Woman Writing Print Etching,Etching,https://images.metmuseum.org/CRDImages/dp/original/DP269585.jpg,Andrea Schiavone (Andrea Meldola),"Italian, Zadar (Zara) ca. 1510?–1563 Venice",,,,
3410,1745,,,,1806,,,,,"La Famille du Fermier Print Etching, second state","Etching, second state",https://images.metmuseum.org/CRDImages/dp/original/DP820799.jpg,Jean Honoré Fragonard,"French, Grasse 1732–1806 Paris",,,,
3411,1745,,,,1947,,,,,"Le Songe d'Amour Print Etching, third state","Etching, third state",https://images.metmuseum.org/CRDImages/dp/original/DP820794.jpg,Jean Honoré Fragonard,"French, Grasse 1732–1806 Paris",,,,
3412,1745,,,,1806,,,,,"La Famille du Fermier Print Etching, before first state","Etching, before first state",https://images.metmuseum.org/CRDImages/dp/original/DP820812.jpg,Jean Honoré Fragonard,"French, Grasse 1732–1806 Paris",,,,
3413,1760,,,,1820,,,,,La Mere de Famille Print Etching,Etching,https://images.metmuseum.org/CRDImages/dp/original/DP820795.jpg,Jean Honoré Fragonard,"French, Grasse 1732–1806 Paris",,,,
3414,1595,,,,1633,,,,,The Judgment of Solomon Print Engraving,Engraving,https://images.metmuseum.org/CRDImages/dp/original/DP147953.jpg,Boetius Adams Bolswert,"Netherlandish, Bolsward ca. 1580–1633 Brussels",,,,
3415,1829,,,,1829,,,,,Tobias Takes Leave of his Father Drawing Graphite,Graphite,https://images.metmuseum.org/CRDImages/dp/original/DP803871.jpg,Carl Gottlieb Peschel,"German, Dresden 1798–1879 Dresden",,,,
3418,1796,,,,1796,,,,,"Henry Frederick, Prince of Wales Print Etching and stipple",Etching and stipple,https://images.metmuseum.org/CRDImages/dp/original/DP860183.jpg,R. Clamp,"British, active, 1788–98",,,,
3419,1640,,,,1695,,,,,Veüe du Château de Richelieu du Côté du Parc Print Ornament & Architecture Etching,Etching,https://images.metmuseum.org/CRDImages/dp/original/DP829055.jpg,Adam Perelle,"French, Paris 1640–1695 Paris",,,,
3420,1640,,,,1695,,,,,Face du grand corps de Logis du Château de Richelieu du côté du Parterre Print Ornament & Architecture Etching,Etching,https://images.metmuseum.org/CRDImages/dp/original/DP829053.jpg,Adam Perelle,"French, Paris 1640–1695 Paris",,,,
3421,1512,,,,1512,,,,,Saint  Antony Abbot standing within a colonnade Print Engraving,Engraving,https://images.metmuseum.org/CRDImages/dp/original/DP832802.jpg,Nicoletto da Modena,"Italian, Modena, active ca. 1500–ca. 1520",,,,
3422,1707,,,,1783,,,,,Standing men presenting a horse before a group of seated men Print Etching with engraving,Etching with engraving,https://images.metmuseum.org/CRDImages/dp/original/DP834208.jpg,Jacques Philippe Le Bas,"French, Paris 1707–1783 Paris",,,,
3423,1598,,,,1598,,,,,"Design for an Architectural Structure with a Hunting Theme , Plate 74 from Dietterlin's Architettura Print Ornament & Architecture Etching",Etching,https://images.metmuseum.org/CRDImages/dp/original/DP828567.jpg,"Wendel Dietterlin, the Elder","German, Pfullendorf 1550/51–ca. 1599 Strasbourg",,,,
3424,1727,,,,1800,,,,,The Dinner of the Painter Casanova Print Etching,Etching,https://images.metmuseum.org/CRDImages/dp/original/DP874673.jpg,Francesco Casanova,"Italian, London 1727–1803 Brühl",,,,
3426,1729,,,,1740,,,,,"Allegory on Melancholy, with a woman kneeling towards the left holding a skull Print Etching and engraving",Etching and engraving,https://images.metmuseum.org/CRDImages/dp/original/DP885774.jpg,Henri Simon Thomassin,"French, Paris 1687–1741",,,,
3427,1514,,,,1562,,,,,Bear Hunt Prints Engraving,Engraving,https://images.metmuseum.org/CRDImages/dp/original/DP367949.jpg,Virgil Solis,"German, (?) 1514–1562 Nuremberg",,,,
3428,1778,,,,1778,,,,,The Oyster Eaters Print Engraving and etching,Engraving and etching,https://images.metmuseum.org/CRDImages/dp/original/DP874388.jpg,Jean Tessier,"French, active 1770–78",,,,
3433,1726,,,,1726,,,,,"Frontispiece to Nicholas Amhurst's ""Terrae-Filius"" Print Etching and engraving",Etching and engraving,https://images.metmuseum.org/CRDImages/dp/original/DP824923.jpg,William Hogarth,"British, London 1697–1764 London",,,,
3434,1795,,,,1795,,,,,William Hogarth Print Stipple engraving and etching,Stipple engraving and etching,https://images.metmuseum.org/CRDImages/dp/original/DP825283.jpg,Benjamin Smith,"British, active 1786–1833",,,,
3435,1485,,,,1528,,,,,"Gerson as a Pilgrim, frontispiece to Gersonis Opera, 1489 Print Woodcut",Woodcut,https://images.metmuseum.org/CRDImages/dp/original/DP816802.jpg,Albrecht Dürer,"German, Nuremberg 1471–1528 Nuremberg",,,,
3436,1878,,,,1878,,,,,"Studies for headpieces and vignettes in the book, Amor und Psyche (Opus V) Drawing Pen and ink on blue paper",Pen and ink on blue paper,https://images.metmuseum.org/CRDImages/dp/original/DP810281.jpg,Max Klinger,"German, Leipzig 1857–1920 Großjena",,,,
3437,1772,,,,1772,,,,,"November Drawing Black chalk, brown, black or gray ink and watercolor","Black chalk, brown, black or gray ink and watercolor",https://images.metmuseum.org/CRDImages/dp/original/DP800616.jpg,Hendrik Meijer,"Dutch, Amsterdam 1744–1793 London",,,,
